"","perl_cutting_edge_programming_language","perl_encouraged_at_workplace","perl_good_language_for_startup","perl_easy_to_maintain","perl_code_scales_well","management_encourages_perl_for_new_projects","management_views_perl_as_cutting_edge","management_views_perl_as_easy_to_maintain","management_thinks_perl_scales_well","perl_good_first_programming_language","perl_good_tool_for_beginners","perl_good_tool_early_career_programmers","perl_good_tool_experienced_programmers","perl_good_tool_system_administrators","perl_good_tool_network_engineers","perl_good_tool_embedded_systems_programmers","perl_good_tool_applications_programmers"
"2686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",6,1,5,5,5,1,1,1,1,4,4,5,7,6,6,4,6
"2688",6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6
"2689",6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7
"2690",4,5,3,4,3,5,4,4,3,3,5,5,7,6,6,4,7
"2691",4,5,6,6,1,4,1,1,1,4,5,6,7,7,7,1,7
"2692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693",5,5,6,6,6,3,2,3,3,3,5,6,7,7,7,6,6
"2694",1,1,4,5,5,1,1,1,1,5,5,5,5,6,4,1,1
"2695",7,7,7,7,7,7,5,4,6,3,2,4,7,7,7,3,7
"2696",6,7,NA,5,3,1,1,1,1,6,5,5,6,7,4,2,6
"2697",6,7,4,5,7,7,6,7,7,4,5,5,7,7,7,1,3
"2698",3,6,6,5,5,5,3,3,5,4,5,5,6,6,6,2,6
"2699",5,2,2,1,3,2,2,1,1,5,4,6,6,7,7,1,4
"2700",6,7,7,7,5,5,5,5,5,7,7,7,7,7,7,5,6
"2701",3,3,5,6,4,2,1,1,1,3,4,6,7,7,7,6,6
"2702",5,7,7,6,6,7,6,6,6,6,6,6,6,6,6,6,6
"2703",6,6,7,6,6,6,3,3,5,3,3,4,7,6,6,1,7
"2704",6,5,7,6,1,4,2,3,1,6,6,6,6,7,7,1,5
"2705",6,3,4,1,4,3,3,1,1,5,5,5,7,7,7,1,6
"2706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707",5,1,6,5,5,1,1,1,1,2,3,3,6,7,6,3,5
"2708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709",6,7,4,6,6,7,3,7,6,3,3,6,7,6,6,1,7
"2710",6,7,5,5,7,3,1,1,1,5,6,7,7,7,6,2,6
"2711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712",6,6,5,4,6,1,1,1,1,3,4,4,5,6,6,6,5
"2713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714",6,7,7,3,5,7,5,5,5,6,6,7,7,6,5,1,6
"2715",4,4,6,6,6,3,2,5,2,6,6,6,6,6,6,6,6
"2716",5,5,5,6,5,2,2,6,4,3,3,5,7,7,7,5,5
"2717",7,3,7,7,7,3,3,3,3,7,7,7,7,7,7,1,7
"2718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719",4,3,1,5,5,3,3,1,1,7,7,7,7,7,7,7,7
"2720",6,7,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6
"2721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722",6,5,7,5,5,3,3,3,4,3,3,6,6,7,6,6,6
"2723",6,6,5,5,4,4,4,4,4,6,6,6,5,6,6,1,4
"2724",4,4,4,3,5,4,4,3,4,4,4,4,5,5,5,5,5
"2725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726",6,3,7,7,7,1,1,1,1,7,7,7,7,7,7,7,4
"2727",5,7,6,4,5,6,5,4,6,7,7,7,7,7,7,1,5
"2728",6,7,6,6,5,6,5,1,1,6,5,7,7,7,6,5,5
"2729",5,6,5,5,5,4,4,5,5,5,5,5,6,7,5,1,6
"2730",4,6,3,7,5,7,5,5,6,5,5,3,6,6,6,1,3
"2731",6,6,5,6,4,1,1,1,1,3,3,6,6,6,6,5,6
"2732",6,6,5,6,6,6,6,6,6,5,6,6,6,7,7,6,7
"2733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734",3,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,6,NA,NA,NA,6
"2735",5,2,5,4,6,2,2,2,2,5,4,4,7,7,6,5,6
"2736",5,7,5,6,5,7,4,5,5,4,4,6,7,7,1,1,4
"2737",7,4,6,5,7,4,3,2,1,5,6,7,7,7,1,1,6
"2738",5,7,7,3,7,NA,6,5,7,3,6,6,7,7,7,7,2
"2739",7,6,7,4,5,3,3,3,3,7,6,6,6,7,6,2,3
"2740",7,4,5,4,6,7,7,5,5,3,4,7,7,7,7,4,6
"2741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",5,7,6,1,5,7,1,6,6,6,6,6,6,6,1,1,3
"2744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",6,2,5,5,5,2,2,2,2,3,3,4,7,7,7,1,6
"2746",3,6,6,4,4,7,5,4,5,6,6,6,6,6,1,1,6
"2747",5,7,1,5,5,5,4,5,4,7,7,7,6,7,7,1,6
"2748",2,2,2,3,3,1,1,1,1,NA,2,3,4,NA,3,3,3
"2749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750",6,6,6,6,6,6,6,6,NA,3,3,5,6,6,6,5,6
"2751",3,6,3,4,1,3,3,5,6,3,3,3,6,5,4,3,4
"2752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754",5,6,1,6,5,1,1,1,5,4,1,NA,6,6,6,1,6
"2755",6,6,6,6,3,6,6,6,3,3,3,3,6,6,6,5,5
"2756",7,7,7,7,7,7,7,7,7,7,7,4,7,7,1,1,7
"2757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",6,7,7,7,7,1,1,1,1,7,7,7,7,7,7,1,7
"2759",5,2,3,6,7,2,2,2,2,3,3,3,6,6,6,1,4
"2760",6,3,6,6,5,1,1,1,1,6,6,6,7,7,4,3,5
"2761",5,7,6,4,5,5,4,5,4,5,5,5,6,6,6,3,5
"2762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",7,5,7,6,7,6,5,7,6,7,5,7,7,7,7,5,7
"2764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",3,6,5,3,3,6,5,4,4,2,2,2,3,6,5,4,5
"2766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768",3,1,1,3,6,1,1,1,1,6,6,6,6,5,1,1,6
"2769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770",6,6,6,6,6,5,5,5,5,3,3,3,6,6,1,1,6
"2771",7,1,1,6,6,1,1,1,1,6,6,7,7,7,7,1,7
"2772",3,3,2,2,2,2,2,2,2,2,2,2,4,5,5,3,3
"2773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",4,6,6,6,6,6,4,5,5,6,7,7,7,7,7,4,6
"2776",3,5,4,4,3,1,1,1,1,6,5,5,5,7,7,2,2
"2777",6,5,6,6,6,1,1,1,1,6,6,5,7,7,7,1,5
"2778",5,4,3,2,5,1,3,4,1,7,7,7,7,6,6,5,6
"2779",2,5,5,4,1,5,3,4,1,2,5,6,7,6,1,1,5
"2780",6,7,7,6,7,7,7,7,7,5,5,6,7,7,7,7,4
"2781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",6,6,6,6,6,1,5,5,6,6,6,6,6,7,7,1,6
"2783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784",7,1,1,4,5,1,1,1,1,6,5,5,7,7,7,1,3
"2785",5,7,5,6,6,6,3,6,6,3,5,5,7,7,6,3,6
"2786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7
"2788",6,5,6,6,6,4,1,1,1,NA,NA,6,7,6,6,5,6
"2789",6,2,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6
"2790",7,1,5,6,6,1,1,1,1,5,5,5,6,7,7,1,5
"2791",5,2,5,2,6,2,2,2,1,2,2,2,6,5,5,1,5
"2792",5,4,5,5,5,3,3,2,3,6,6,6,7,7,7,1,1
"2793",5,7,7,6,6,7,6,6,6,4,5,5,7,7,7,1,7
"2794",3,6,7,6,6,5,3,3,3,3,3,6,6,7,7,3,6
"2795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",2,7,5,6,4,6,3,5,5,4,5,4,5,6,6,3,5
"2797",6,1,6,6,6,1,1,1,1,4,5,6,7,7,7,6,7
"2798",6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,5,7
"2799",5,6,6,5,6,6,5,5,5,4,5,6,6,6,5,5,5
"2800",2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2
"2801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803",5,5,4,6,6,1,1,1,1,6,6,6,6,6,6,6,6
"2804",6,6,6,5,6,6,6,5,6,4,4,6,7,7,7,6,6
"2805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806",7,7,6,6,6,6,6,5,6,5,5,6,7,7,7,5,7
"2807",6,7,6,6,7,7,6,6,7,6,5,5,7,7,6,3,5
"2808",3,6,6,6,5,5,3,4,4,7,7,7,7,7,7,4,3
"2809",3,3,3,3,3,3,3,3,3,3,2,3,5,4,4,3,5
"2810",6,7,7,7,6,6,6,6,6,7,7,7,1,1,1,1,1
"2811",4,6,5,5,5,5,4,4,4,5,5,5,6,6,6,4,5
"2812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,2,6
"2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817",7,6,5,5,6,6,2,4,2,5,5,6,6,6,6,2,6
"2818",4,5,5,4,2,3,3,3,1,3,6,6,7,7,7,1,5
"2819",7,7,7,6,6,7,1,1,1,6,6,6,7,7,7,1,7
"2820",7,1,3,7,6,1,1,1,1,3,3,1,7,6,1,1,6
"2821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",6,1,6,5,5,1,1,1,1,7,7,7,6,7,7,5,6
"2823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824",4,6,5,5,5,6,4,5,5,2,3,4,6,6,6,2,5
"2825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826",3,3,4,5,5,2,3,3,5,4,4,6,6,6,1,3,4
"2827",1,7,4,4,5,7,1,1,1,4,4,5,6,7,7,1,3
"2828",6,7,6,5,6,7,6,6,6,5,5,6,7,7,6,4,4
"2829",7,7,4,6,6,7,7,7,7,4,4,4,7,7,5,5,5
"2830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833",2,4,2,2,5,NA,NA,NA,NA,4,3,3,6,6,NA,NA,2
"2834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",2,2,2,2,2,2,2,7,2,2,2,2,2,1,2,2,2
"2837",2,2,2,2,2,2,2,2,2,3,3,2,2,5,2,2,2
"2838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840",5,6,6,5,6,6,4,5,5,5,5,5,6,6,6,1,6
"2841",3,6,3,1,6,6,3,1,5,3,3,1,6,7,7,2,6
"2842",5,5,6,4,6,5,4,3,6,5,5,6,6,5,6,1,6
"2843",4,2,4,6,1,2,2,2,2,6,6,4,6,7,6,2,6
"2844",5,7,6,6,6,6,4,6,6,6,4,5,6,7,7,3,5
"2845",6,3,2,3,2,2,4,3,3,2,2,2,7,5,4,3,3
"2846",5,5,5,5,5,3,2,4,3,2,2,3,4,7,7,2,3
"2847",6,1,6,5,3,1,1,1,1,4,4,4,7,7,7,7,7
"2848",4,4,5,5,4,3,3,3,3,4,5,6,6,6,6,4,5
"2849",7,7,6,6,6,7,7,6,6,5,5,6,6,6,NA,6,6
"2850",6,6,6,6,5,1,1,1,1,5,6,6,6,7,1,1,4
"2851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853",5,4,5,6,6,4,3,3,3,4,4,5,6,6,6,4,6
"2854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855",3,3,7,6,2,3,1,1,1,2,7,6,2,5,7,2,2
"2856",6,7,6,5,5,6,5,6,6,6,6,5,6,6,6,3,3
"2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859",5,5,6,5,5,5,4,3,2,3,3,6,7,6,6,5,5
"2860",7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,3,7
"2861",6,7,6,6,6,7,6,6,6,5,5,5,7,6,6,4,6
"2862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863",6,7,7,7,7,6,6,5,5,5,5,6,7,7,7,1,6
"2864",2,5,4,3,3,3,3,1,1,4,3,4,7,7,1,7,7
"2865",6,7,7,5,5,7,1,1,1,6,6,7,7,1,1,1,3
"2866",6,4,5,6,6,5,4,5,5,6,6,6,6,7,6,5,5
"2867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",7,7,6,6,6,7,7,1,6,6,6,7,7,7,1,1,1
"2869",5,2,NA,5,6,2,2,2,2,6,6,6,7,7,5,1,6
"2870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871",6,7,7,6,5,6,5,5,5,6,4,4,6,7,7,4,5
"2872",7,7,7,5,7,1,1,1,1,7,7,7,7,7,7,1,4
"2873",4,2,6,7,7,2,2,2,2,5,5,5,7,7,7,4,7
"2874",6,6,6,5,5,6,5,5,5,5,5,6,6,6,1,1,6
"2875",5,2,5,6,3,2,2,2,2,6,4,5,7,7,6,1,5
"2876",6,6,1,5,6,6,1,4,6,5,6,7,7,7,1,1,6
"2877",4,3,5,5,6,2,2,2,2,5,5,5,7,7,5,4,5
"2878",6,6,6,6,5,4,4,4,4,5,5,7,7,7,5,5,5
"2879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",7,2,5,6,6,2,1,1,1,1,1,1,1,7,1,1,7
"2881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",4,6,6,6,6,4,4,4,4,3,3,5,6,6,6,4,6
"2883",3,4,1,4,4,1,2,3,1,1,1,6,7,7,1,1,7
"2884",4,6,3,4,4,1,3,1,1,3,3,5,5,7,6,1,5
"2885",6,6,6,7,5,6,6,6,6,5,4,4,7,7,7,6,6
"2886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887",5,6,5,6,6,7,6,6,6,4,4,4,6,6,6,4,5
"2888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",6,4,6,3,3,5,1,1,1,6,6,6,6,6,6,1,5
"2891",7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,7
"2892",2,1,6,3,3,1,1,1,1,5,5,5,6,6,4,3,4
"2893",3,5,3,NA,4,3,2,4,1,5,5,5,4,6,6,1,5
"2894",6,7,6,6,7,7,6,6,6,4,4,5,6,7,7,1,6
"2895",6,7,7,5,6,7,7,6,6,3,3,4,7,7,1,1,6
"2896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",6,7,7,7,7,6,6,6,NA,7,7,7,7,7,7,6,7
"2899",7,7,7,7,7,5,6,6,6,4,5,4,7,6,6,1,6
"2900",5,5,7,6,5,5,4,5,5,5,5,5,6,6,6,4,4
"2901",6,1,5,1,1,1,1,1,1,5,5,5,6,7,7,1,6
"2902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",3,7,4,5,4,7,3,5,5,3,4,5,5,6,6,3,5
"2905",6,7,7,7,7,6,4,6,6,7,7,7,7,7,7,1,6
"2906",3,4,6,6,1,2,2,2,1,6,6,6,6,6,6,6,6
"2907",7,6,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7
"2908",4,7,3,5,5,5,3,5,4,4,6,6,6,6,6,1,6
"2909",6,6,6,6,6,NA,NA,6,NA,NA,6,6,6,6,6,NA,6
"2910",7,7,7,6,6,7,7,7,7,5,6,7,7,7,6,1,3
"2911",3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2
"2912",6,6,5,6,6,5,4,5,5,5,6,6,6,7,6,6,6
"2913",5,6,6,6,1,1,1,1,5,5,6,7,7,7,6,6,NA
"2914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",5,7,5,4,4,7,4,5,5,3,5,5,6,7,6,2,5
"2916",5,7,5,6,6,6,6,6,6,5,5,6,6,6,6,3,6
"2917",6,6,6,5,5,5,4,6,5,6,6,6,6,6,6,1,6
"2918",5,7,7,6,6,5,5,5,5,6,6,6,6,7,6,2,6
"2919",4,5,6,6,5,3,3,1,1,6,6,6,6,6,6,5,6
"2920",7,6,7,6,7,6,5,5,6,5,7,7,7,7,6,1,7
"2921",3,4,5,4,3,3,3,3,3,2,2,4,5,6,6,2,5
"2922",6,6,7,6,6,6,6,6,6,6,6,6,6,7,7,4,4
"2923",7,7,5,6,7,7,7,7,5,5,5,5,7,7,7,1,4
"2924",7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,5,5
"2925",7,6,7,6,7,1,1,1,1,4,4,5,7,7,7,4,7
"2926",6,4,6,6,6,3,4,4,4,7,7,7,7,7,7,1,7
"2927",4,7,6,3,6,6,4,7,7,6,6,6,6,6,5,2,4
"2928",7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7
"2929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",5,1,1,6,4,1,1,1,1,6,6,1,7,7,6,6,4
"2931",6,3,5,5,5,3,3,3,4,4,4,4,5,5,5,4,5
"2932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933",7,6,NA,6,6,6,5,5,6,6,6,6,7,6,7,5,5
"2934",6,7,6,6,6,7,7,7,7,6,6,6,7,7,7,1,7
"2935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936",3,5,3,2,4,4,3,3,1,3,3,3,5,6,5,3,3
"2937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938",4,7,6,5,4,7,7,4,4,4,4,5,NA,6,6,6,6
"2939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940",5,4,4,4,4,2,4,3,4,6,6,6,6,7,6,5,5
"2941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942",3,5,3,3,1,3,3,3,2,4,4,4,6,7,7,6,3
"2943",6,3,1,6,6,3,3,3,3,1,1,1,6,7,5,1,5
"2944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",7,7,7,7,7,6,6,7,7,4,4,5,7,7,7,4,6
"2947",7,7,7,7,7,7,7,7,7,6,6,6,7,6,1,1,7
"2948",5,1,5,3,2,1,1,1,1,2,2,5,6,7,7,3,4
"2949",6,5,3,4,5,1,1,1,1,2,3,6,6,7,6,1,1
"2950",4,5,1,3,1,1,1,1,1,1,6,6,5,6,1,1,3
"2951",5,5,4,3,2,5,NA,NA,4,5,5,5,5,6,6,4,5
"2952",6,7,6,6,1,7,7,7,1,5,6,1,7,7,1,1,4
"2953",3,6,6,7,3,6,3,5,3,4,4,6,6,7,7,3,6
"2954",4,4,6,5,5,4,4,4,4,5,7,7,7,7,7,1,7
"2955",6,4,1,6,6,4,4,4,1,5,5,5,6,6,6,1,6
"2956",1,7,1,6,1,1,1,1,1,7,NA,1,1,7,1,1,1
"2957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960",5,6,6,6,6,6,4,5,5,6,6,6,7,7,7,1,3
"2961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2965",6,7,1,5,5,7,6,4,5,5,6,7,7,7,7,7,7
"2966",4,5,6,5,6,3,2,4,5,3,5,5,6,7,7,1,5
"2967",6,4,6,6,6,2,2,2,2,3,3,3,6,6,6,3,3
"2968",4,2,2,3,7,2,4,2,7,4,3,3,7,5,5,3,5
"2969",7,7,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6
"2970",6,6,1,5,6,6,5,5,6,4,4,1,6,6,1,1,6
"2971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975",6,1,7,7,6,1,1,1,1,7,7,7,4,7,7,NA,4
"2976",4,5,5,4,1,2,2,2,1,4,4,4,6,6,1,3,4
"2977",7,4,5,5,5,1,1,1,1,5,5,5,7,6,1,1,6
"2978",3,4,6,5,6,3,3,2,2,3,3,5,7,7,7,7,7
"2979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980",3,7,5,5,6,7,4,6,6,3,3,3,6,2,2,2,2
"2981",6,6,6,6,6,6,NA,NA,NA,NA,6,6,6,6,6,6,NA
"2982",5,7,7,5,6,7,6,5,6,6,6,7,7,7,7,6,6
"2983",5,2,7,5,7,1,1,1,1,3,5,6,6,7,7,7,7
"2984",3,6,3,3,4,4,2,3,3,2,4,5,6,7,7,1,6
"2985",6,6,5,4,4,2,5,5,5,5,5,5,7,7,7,1,5
"2986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987",7,7,7,7,7,7,7,NA,7,7,7,7,7,7,7,7,7
"2988",5,7,6,6,6,6,1,7,1,6,6,6,7,6,5,3,4
"2989",5,4,4,5,6,1,1,1,1,3,6,5,7,7,6,6,4
"2990",7,7,7,5,6,1,1,1,1,5,5,7,7,7,7,1,6
"2991",6,6,5,5,5,6,5,5,3,3,3,3,6,6,6,1,6
"2992",6,4,5,6,6,4,2,3,3,5,6,7,7,7,7,7,7
"2993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994",4,6,3,3,3,6,5,6,5,2,5,5,5,6,1,1,4
"2995",6,5,5,4,1,5,4,1,1,6,4,6,5,7,7,1,5
"2996",4,3,5,4,5,2,2,2,2,3,3,6,7,7,7,2,6
"2997",5,7,3,5,6,6,5,1,1,3,3,1,5,5,5,1,1
"2998",1,6,1,6,6,5,1,1,1,5,5,5,6,6,6,1,5
"2999",4,6,4,6,4,5,4,6,5,6,6,6,6,6,6,4,4
"3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003",4,7,1,6,6,6,4,4,4,6,6,6,6,7,6,3,5
"3004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
