"","CPAN_1","CPAN_2","CPAN_3","CPAN_4","CPAN_5"
"2984","DBI","Apache22","Data::Dumper","",""
"2985","","","","",""
"2986","","","","",""
"2987","cgi","","","",""
"2988","DBI & DBD::<drivers>","XML::Simple","Encode","LWP::UserAgent","Getopt::Long"
"2989","Moose","","","",""
"2990","DBI","LWP","CGI::Application","Error","MIME::Lite"
"2991","lwp","forks/threads","dbi","",""
"2992","YAML","List::Util","Text::Trim","File::Basename",""
"2993","","","","",""
"2994","Bio::Perl","","","",""
"2995","","","","",""
"2996","WWW:Mechanize","CGI::Application","Gtk2","Net::IRC",""
"2997","DBI","Carp","Data::Dumper","DateTime","XML::Simple"
"2998","DBI","File:","UI::Dialog","",""
"2999","Bioperl","LWP","Graph","HTTP::Request","SOAP::Lite"
"3000","","","","",""
"3001","","","","",""
"3002","","","","",""
"3003","DBI","DBD::Sybase","LWP","XML::LibXML","DBD::DB2"
"3004","","","","",""
"3005","","","","",""
"3006","","","","",""
"3007","","","","",""
"3008","DBI","XML::LibXML","JSON","Date::Calc","Data::Dumper"
"3009","Moose::*","Catalyst::*","Mime::*","DateTime::*","Devel::Cycle"
"3010","","","","",""
"3011","","","","",""
"3012","XML::libXML","Date::Manip","Spreadsheet::WriteExcel","MP3::Tag",""
"3013","","","","",""
"3014","","","","",""
"3015","","","","",""
"3016","","","","",""
"3017","Catalyst","Moose","DBIx::Class","Test::More","IO::File"
"3018","autodie","DBIx::Simple","","",""
"3019","DBI","HTML::Mason","DateTime","CGI","Test::More"
"3020","","","","",""
"3021","CGI","DBI","CGI::Application","Digest::SHA1","CGI::Session"
"3022","DBD/DBI","File:","","",""
"3023","","","","",""
"3024","Catalyst","DBI","Text::Diff","",""
"3025","DBI","Bundle::Interchange","RPC::PlServer","DBD::Pg","Bundle::LWP"
"3026","GD","XML::Twig","","",""
"3027","LWP","HTML::Mason","Moose","List::*","Readonly"
"3028","","","","",""
"3029","DBD::mysql","LWP::Simple","Net::DNS","Email::MIME",""
"3030","DBI","CGI::Fast","CGI","Storable","Memoize"
"3031","Apache2::*","Rose::DB","DBD::Pg","Error qw(:try)","IO::Handle"
"3032","","","","",""
"3033","Moose","DBI","CGI::Application","Template::Toolkit","XML::LibXML"
"3034","HTML::Parser","","","",""
"3035","","","","",""
"3036","Parse::Excel","File::FindBin","GnuPG","WWW::Mechanize","LWP"
"3037","DBI","DBIx::Simple","Spreadsheet::WriteExcel","Text::CSV","MQSeries"
"3038","CGI::WebIn","Data::Dumper","WWW::Mechanize","XML::LibXML","Template"
"3039","","","","",""
"3040","DBI","Data::Dumper","Test::More","Devel::Cover","Devel::NYTProf"
"3041","Catalyst","DBIx::Class","HTML::FormFu","Moose","CouchDB::Client"
"3042","","","","",""
"3043","Test::Harness","mod_perl2","Module::Build","Data::Dumper","Test::Deep"
"3044","LWP","List::MoreUtils","","",""
"3045","CGI::Ajax","CGI","Net::Amazon::EC2","WWW::Mechanize","Net::LDAP"
"3046","DBI","DBD::Pg","libwww-perl","Mail-IMAPClient","Image::Magick"
"3047","Data::Dumper","Net::DNS","Net::SNMP","Net::LDAP",""
"3048","DBI","LibXML","Template::Toolkit","Scalar:Util","LWP"
"3049","LWP","Net::LDAP","CGI","Data::Dumper","XML"
"3050","LWP","GD","","",""
"3051","Moose","POE","DBIx::Class","Catalyst::Runtime","IO"
"3052","CGI","XML::Simple","Moose","Tk","Perl6::Subs"
"3053","CGI","DBI","Data::Dumper","JSON","Storable"
"3054","","","","",""
"3055","DBI","Data::Dumper","CGI","LWP","Template"
"3056","","","","",""
"3057","","","","",""
"3058","Moose","Catalyst::Runtime","DBIx::Class","Template","Form::Sensible"
"3059","","","","",""
"3060","","","","",""
"3061","Catalyst","Class::DBI","Moose","DBI","Params::Validate"
"3062","DBI","IO::File","Digest::MD5","XML::Simple","YAML"
"3063","Astro::Coord","astro::coord::tle","","",""
"3064","Text::CSV_XS","Parse::RecDescent","XML::Twig","PAR","PAR::Packer"
"3065","","","","",""
"3066","","","","",""
"3067","DBIx::Class","Catalyst","Net::OpenSSH","DBD::Pg",""
"3068","Catalyst","moose","json","libwww",""
"3069","Test::More","DBI","Tk","Carp",""
"3070","","","","",""
"3071","Moose","DBIx::Class","local::lib","Log::Log4perl","Catalyst"
"3072","","","","",""
"3073","LWP","","","",""
"3074","","","","",""
"3075","","","","",""
"3076","Data::Dumper","XML::Simple","","",""
"3077","Net::Telnet","Net::SNMP","Thread::Queue","Getopt::Std","Data::Dumper"
"3078","DBI","LWP","CGI","XML::Parser::Expat","NET"
"3079","strict","Getopt::Long","DBI","List::MoreUtils","XML::Simple"
"3080","","","","",""
"3081","","","","",""
"3082","","","","",""
"3083","","","","",""
"3084","","","","",""
"3085","","","","",""
"3086","Moose","","","",""
"3087","Data::Dumper","CGI::Apache","IO::All","DBI::DBD",""
"3088","DBIx::Class","Moose","Catalyst","ModPerl",""
"3089","","","","",""
"3090","","","","",""
"3091","","","","",""
"3092","XML::Simple","Spreadsheet::ParseExcel","HTML::Template","Date::Simple","Date::Manip"
"3093","Date::Parse","","","",""
"3094","","","","",""
"3095","Tk","PAR","Spreadsheet::ParseExcel","Storable",""
"3096","","","","",""
"3097","","","","",""
"3098","","","","",""
"3099","Moose","DBIx::Class","Test::More","Log::Log4perl","DateTime"
"3100","SNMP","POSIX","DBI","CPAN","SOAP::Lite"
"3101","LWP::Simple","","","",""
"3102","","","","",""
"3103","DBI","DBD::*","CGI","LWP","JSON"
"3104","MIDI","","","",""
"3105","","","","",""
"3106","","","","",""
"3107","","","","",""
"3108","","","","",""
"3109","CGI","DBI","CGI::Session","Template","HTML::Template"
"3110","","","","",""
"3111","","","","",""
"3112","AnyEvent","CGI","POE","",""
"3113","MIME::Tools","","","",""
"3114","LWP::UserAgent","","","",""
"3115","LWP","Moose","Catalyst","XML::Xpath","Email::*"
"3116","","","","",""
"3117","","","","",""
"3118","DBI","File::Slurp","Test::More","Template","MIME::Lite"
"3119","","","","",""
"3120","","","","",""
"3121","Template","CGI::Application","mod_perl","Getopt::Std","CGI"
"3122","","","","",""
"3123","WWW::Mechanize","Log::Log4perl","","",""
"3124","MooseX::Declare","YAML::XS","SQL::Abstract","Date::Parse","Smart::Comments"
"3125","DBI","DBD::Oracle","Net::LDAP","Net::SSLeay","HTML::Mason"
"3126","DBI","Date::Manip","MIME::Entity","CGI","Catalyst"
"3127","Data::Dumper","DBI","CGI","Catalyst","Template"
"3128","","","","",""
"3129","","","","",""
"3130","Moose","DBI","DateTime","Path::Class","GetOpt::Euclid"
"3131","Catalyst","POE","HTML::Parser","Text::CSV_XS",""
"3132","","","","",""
"3133","DBI","XML::Bare","HTML::Parser","LWP::UA","Digest::SHA1"
"3134","","","","",""
"3135","File::Find::Rule","CGI","HTML::Template","Data::Dumper",""
"3136","CGI","Titanium","DBI","Class::DBI","Session"
"3137","DBD::File","Net::SSH","","",""
"3138","","","","",""
"3139","","","","",""
"3140","","","","",""
"3141","DBIx::Class","Catalyst","Moose","mod_perl","LWP::UserAgent"
"3142","Moose","Scalar-List-Utils","PerlTidy::Options","CHI","File::Slurp"
"3143","Moose","DBIx::Class","Catalyst","Plack",""
"3144","HTML::Template","HTML::Template::Compiled","HTML::Packer","JavaScript::Packer","CSS::Packer"
"3145","Data::Dumper","Getopt::Long","","",""
"3146","","","","",""
"3147","DBI","CGI::Application","HTML::Template::Compiled","",""
"3148","Test::*","Expect","MooseX::Declare","Pugs::Complier::Rule","Plack::*"
"3149","DBD::mysql","DBI::DBD","HTML::Template","CGI::Ajax","CTime"
"3150","","","","",""
"3151","Perl::Critic","Perl::Tidy","Pg::Explain","DBI","Moose"
"3152","","","","",""
"3153","DBI","CGI","Data::Table","Moose","Catalyst"
"3154","","","","",""
"3155","","","","",""
"3156","","","","",""
"3157","DBIx","Data::Dumper","DateTime","ncurses","Mime::Lite"
"3158","Template","DBIx::Class","MIME::Lite","IPC::Run3","HTML::Template"
"3159","","","","",""
"3160","DBI","PDF::API2","PDF::Reuse","File::Copy","CGI"
"3161","","","","",""
"3162","","","","",""
"3163","","","","",""
"3164","","","","",""
"3165","Net::LDAP","DBI","DateTime","JSON",""
"3166","DBI","XML::RPC","","",""
"3167","","","","",""
"3168","DBI","CGI","CGI::Application","Template::Toolkit","Encode"
"3169","","","","",""
"3170","DBI","CGI","Template","CGI::Application","File::Find::Rule"
"3171","DBI","LWP","date::calc","Data::Dumper","WWW::Mechanize"
"3172","","","","",""
"3173","","","","",""
"3174","JSON","bio::d","","",""
"3175","","","","",""
"3176","Padre","Moose","DBI","Dancer",""
"3177","Text::CSV","CPANPLUS","YAML","Dist::Zilla","Data::Pareto"
"3178","","","","",""
"3179","","","","",""
"3180","Moose","AnyEvent","threads","Rose::DB::Object","Regexp::Grammars"
"3181","WWW::Mechanize","XML::Twig","Net::SSH2","DBM::Any","DBI"
"3182","threads","Queue","Win32::SerialPort","Win32::Pipe","Win32::GUI"
"3183","","","","",""
"3184","DBI","DBD::Oracle","","",""
"3185","","","","",""
"3186","DBI","SOAP::Lite","CGI","",""
"3187","Getopt::Long","DBI","XML::Simple","DBD::mysql","DBD::SQLite"
"3188","DBI","CGI::Application","Template","Catalyst",""
"3189","YAML::Syck","XML::Twig","Encode","Getopt::Std","LWP::UserAgent"
"3190","DBI","LWP","Test::More","Catalyst",""
"3191","","","","",""
"3192","","","","",""
"3193","DBI","Data::Dumper","Net::SNMP","Net::DNS","Catalyst"
"3194","","","","",""
"3195","DBIx::Class","HTML::Template","CGI","HTTP::Request","Text::CSV_XS"
"3196","","","","",""
"3197","","","","",""
"3198","","","","",""
"3199","DBI","mod_perl2","XML::LibXML","Test::More","Moose"
"3200","Tk","Getopt::Long","File::Spec","IO:Socket","IO::Select"
"3201","","","","",""
"3202","Data::Dumper","","","",""
"3203","HTML::Parser","","","",""
"3204","Dancer","IO::Socket","","",""
"3205","Net::IMAP","Net:POP3","MIME::Parser","Socket","Net::SNMP"
"3206","DBD::Pg","ActiveState::Handy","Daemon::Generic","Crypt::CBC","Test::More"
"3207","","","","",""
"3208","Modern::Perl","Acme::EyeDrops","utf8","ACME::Error::HTML","QMessageBox"
"3209","","","","",""
"3210","DBI","Data::Dumper","","",""
"3211","HTML::Mason::ApacheHandler","File::Spec","Image::Magick","File::Basename","Data::Dumper"
"3212","","","","",""
"3213","","","","",""
"3214","DBI","DateTime","Template","Encode","Image::Magick"
"3215","","","","",""
"3216","","","","",""
"3217","","","","",""
"3218","YAML::Syck","Test::More","Time::HiRes","CGI","Template"
"3219","","","","",""
"3220","","","","",""
"3221","","","","",""
"3222","Data::Dumper","YAML::Syck","","",""
"3223","","","","",""
"3224","","","","",""
"3225","Class::MethodMaker","HTML::Mason","Encode","List::Util","XML::DOM"
"3226","Moose","Catalyst","Catalyst::View::Template::Declare","Path::Class","IPC::Run3"
"3227","","","","",""
"3228","","","","",""
"3229","","","","",""
"3230","","","","",""
"3231","lwp","all the modules that do obscure things...","","",""
"3232","DBIx::Class","Catalyst","Template","DBI",""
"3233","","","","",""
"3234","","","","",""
"3235","MIME::Tools","Mail::Lite","Digest::MD5","DBD::SQLite",""
"3236","Data::Dumper","Tk","GD","Image::Magick","Gtk2"
"3237","MySQL::Database","Date::Calc","","",""
"3238","Config::General","POE","Moose","Net::LDAP","SNMP::Info"
"3239","","","","",""
"3240","","","","",""
"3241","LWP","DBD:","Time","",""
"3242","DBD","Net::LDAP","DBI","",""
"3243","Moose","Bio::Perl","Gtk2","POE","Dist::Zilla"
"3244","","","","",""
"3245","CGI::Session","Template","","",""
"3246","","","","",""
"3247","MQSeries","BSD::Resource","Time::HiRes","",""
"3248","","","","",""
"3249","","","","",""
"3250","Date::Calc","LWP","Net::HL7","DBI","DBD::mysql"
"3251","Object::InsideOut","Devel::NYTProf","Coro","",""
"3252","strict","warnings","Data::Dumper","Moose/Cat/DBIC","LWP"
"3253","DBI","lwp","Wx","IO::Socket","Data::Dumper"
"3254","","","","",""
"3255","","","","",""
"3256","CIPP","Carp","Data::Dumper","XML::Generator","XML::LibXML"
"3257","Storable","XML::LibXML","XML::LibXSLT","DBI","DBD::mysql"
"3258","","","","",""
"3259","","","","",""
"3260","DBI","DateTime","","",""
"3261","","","","",""
"3262","Data::Dumper","Moose","DBI","",""
"3263","DBI","Data::Dump","Perl::Tidy","CGI","MIME::Parser"
"3264","DBI","Date::Calc","LWP","Net::SMTP",""
"3265","DBI","HTML::Template","CGI or CGI_Lite, including CGI::Session","Time::HiRes","LWP::*"
"3266","DBI","HTML::Mason","Class::Generate","HTML::Parser","MIME::Lite"
"3267","PDF::API2","CGI::Application","HTML::Template","Image::Magick","DBI"
"3268","","","","",""
"3269","","","","",""
"3270","","","","",""
"3271","","","","",""
"3272","","","","",""
"3273","Embperl","DBI","Date::Manip","Text::CSV_XS","CDB_File"
"3274","","","","",""
"3275","DBI","DBD::Oracle","Gtk2","",""
"3276","Data::Dumper","LWP","DBI","Template::Toolkit","Digest::MD5"
"3277","XML::LibXML","XML::Writer","LWP","Catalyst","csv"
"3278","Net::LDAP","DBI","LWP","CGI","Net::SNMP"
"3279","DBI","Template","Carp::Always","Getopt::Long","List::Util"
"3280","Moose","DBIx::Class","Data::Dumper","",""
"3281","POE::Component::IRC","WWW::Shorten::Bitly","IO::Socket","Data::Dumper","CGI"
"3282","","","","",""
"3283","","","","",""
"3284","POE","Catalyst","Net::LDAP","DateTime","TT"
"3285","Class::DBI","LWP","WWW::Mechanize","Expect","Gtk2"
"3286","","","","",""
"3287","strict","warnings","LWP","Getopt::Long","Storable"
"3288","","","","",""
"3289","Devel::REPL","File::Slurp","Test::Simple","",""
"3290","CGI.pm","DBI","DBD::rdb","DBD::CSV",""
"3291","DBI","CGI","Spreadsheet::WriteExcel","autodie","Getopt::Long"
"3292","","","","",""
"3293","","","","",""
"3294","","","","",""
"3295","DBD::Oracle","mod_perl2","Date::Manip","Data::Dumper","Net::LDAP"
"3296","","","","",""
"3297","Catalyst","DBIx::Class","Moose","Test::More","Mason"
"3298","","","","",""
"3299","","","","",""
"3300","","","","",""
"3301","WWW::Mechanize","WWW::Selenium","Date::Manip","",""
"3302","Catalyst","Template::Toolkit","DBIx::Class","Gtk2","LWP"
"3303","Astro::Coords","Astro::FITS*","Astro::Catalog","CGI","DateTime"
"3304","","","","",""
"3305","","","","",""
"3306","DBI","CGI","Tk","YAML::Tiny","Data::Dumper"
"3307","Spreadsheet::WriteExcel","Spreadsheet::WriteExcelXML","XML::API","Text::CSV::Unicode","Math::Approx"
"3308","DBI","POE","Net::Server::Prefork","Asterisk::AGI","XML::LibXML"
"3309","DBI","CGI::Application","DBIx::TextIndex","Spread","DBD::mysql"
"3310","DBI","CGI","Data::Dumper","",""
"3311","","","","",""
"3312","","","","",""
"3313","IRC::Bot","TCP::Client","Tcl::Tk","Socket::Class","Graph::Easy"
"3314","","","","",""
"3315","Tcl::Tk","Win32::API","WeatherUnderground","Win:serial",""
"3316","Net::SSH","","","",""
"3317","","","","",""
"3318","","","","",""
"3319","","","","",""
"3320","","","","",""
"3321","","","","",""
"3322","Catalyst","Catalyst::Action::REST","Fey","Starman","Template"
"3323","WWW::Mechanize","XML::Simple","DBI","",""
"3324","","","","",""
"3325","","","","",""
"3326","Getopt::Long","Date::Manip","Net::LDAP","Spreadsheet::ParseExcel",""
"3327","","","","",""
"3328","CGI","DBD::mysql","Spreadsheet::ParseExcel","Spreadsheet::WriteExcel","Date::Calc"
"3329","Moose","Catalyst","WWW::Mechanize","YAML","DBIx::Class"
"3330","","","","",""
"3331","","","","",""
"3332","","","","",""
"3333","","","","",""
"3334","","","","",""
"3335","DBI","Test::More","HTML::Parser","List::MoreUtils","WWW::Mechanize"
"3336","Tk","Statistics::Descriptive","Audio","",""
"3337","","","","",""
"3338","DBI","Catalyst","DBIx::Class","DateTime","JSON::XS"
"3339","","","","",""
"3340","","","","",""
"3341","","","","",""
"3342","","","","",""
"3343","","","","",""
"3344","","","","",""
"3345","","","","",""
"3346","","","","",""
"3347","Catalyst","DBIx::Class","Template","XML::Compile","WWW::Mechanize"
"3348","Time:local","Win32::Console","Tk","Net::FTP","File::Basename"
"3349","","","","",""
"3350","","","","",""
"3351","DBI","DBD::mysql","CGI","",""
"3352","","","","",""
"3353","","","","",""
"3354","","","","",""
"3355","DBD::Pg","DBI","Net::FTP","IO::Scalar","Class::MethodMaker"
"3356","DBI","Params::Validate","Test::More","DateTime","Devel::Cover"
"3357","","","","",""
"3358","XML::LibXML","Time::Local","Parse::RecDescent","DBI","Net::DNS"
"3359","","","","",""
"3360","","","","",""
"3361","Difficult to remember what's core and what's CPAN","","","",""
"3362","DBI","(local stuff)","YAML","CGI","(I oughta find new toys)"
"3363","","","","",""
"3364","LWP","HTTP","","",""
"3365","DBI","Data::Dumper","Carp","DateTime","LWP"
"3366","strict","warnings","IO::Socket::INET6","IO::Socket::SSL","Tk"
"3367","","","","",""
"3368","Data::Dumper","Config::Simple","XML::Simple","DBI",""
"3369","","","","",""
"3370","DBI","Date::Calc","PDL","Moose",""
"3371","DBI","Carp","Getopt","Encode","Data::Dumper"
"3372","cgi","dbi","FindBin","gd","HTML::Template"
"3373","DBI","XML::Twig","WWW::Mechanize","Text::ParseWords","Spreadsheet::WriteExcel"
"3374","Getopt::Long","XML::Simple","Template","DBD::mysql","Text::CSV"
"3375","","","","",""
"3376","","","","",""
"3377","Moose","DBI","Dist::Zilla","Test::More","5.01"
"3378","POE","Wx","Net::Stomp","integration modules: Google Apps, Facebook, Twittr",""
"3379","","","","",""
"3380","","","","",""
"3381","","","","",""
"3382","","","","",""
"3383","DBI","XML::Smart","gnome/gtk/etc","qt/etc","LWP"
"3384","mod_perl2","DBIx::Class","XML::LibXML","WWW::Mechanize","HTML::TreeBuilder"
"3385","Tk","DBD::Oracle","SOAP::Lite","",""
"3386","","","","",""
"3387","DBI","CGI","IO::Socket","MIME::Lite","OODoc"
"3388","","","","",""
"3389","DBIx::Class","Catalyst","Moose","DateTime","Template"
"3390","Email::*","Net::*","Graph::*","Geo::*","Postgres"
"3391","","","","",""
"3392","","","","",""
"3393","DBIx::Simple","Spreadsheet::WriteExcel","Text::CSV","Spreadsheet::ParseExcel","Log::Log4perl"
"3394","DBI","Net::LDAP","","",""
"3395","DBI","DBD::mysql","Test::Class","Test::Most","Moose"
"3396","XML::Simple","IO::File","Mojolicious","CGI::Application",""
"3397","","","","",""
"3398","DBIx::Class","Moose","Catalyst","Template","JSON::Any"
"3399","Test::More","Perl::Critic","Catalyst","Devel::NYTProf","DBI"
"3400","Image:Size","CSV","DBD:CSV","Date:Manip",""
"3401","","","","",""
"3402","Devel::NYTProf","Dist::Zilla","DBI","Template","List::Util"
"3403","","","","",""
"3404","BioPerl","DBI","","",""
"3405","DBI","HTML::Mason","DBIx::Class","Moose","Spreadsheet::ParseExcel"
"3406","","","","",""
"3407","","","","",""
"3408","","","","",""
"3409","DBI","Rose::DB","DateTime","XML::Parser","Getopt::Long"
"3410","DBI","Mail::Sendmail","","",""
"3411","","","","",""
"3412","DBI","CGI","XML::LibXML","DateTime","LWP"
"3413","","","","",""
"3414","","","","",""
"3415","","","","",""
"3416","","","","",""
"3417","","","","",""
"3418","strict","Catalyst","DBIx::Class","CAM::PDF","XML::LibXML"
"3419","YAML","XML::All","DBI","Class::DBI",""
"3420","Data::Dumper","DBI","Digest","CGI",""
"3421","","","","",""
"3422","","","","",""
"3423","DBI::DBD","RRD::Simple","Net::DNS","",""
"3424","","","","",""
"3425","","","","",""
"3426","mod_perl2","Moose","SVK","Test::Most","App::Ack"
"3427","","","","",""
"3428","DBI","DBD::mysql","Tie::Hash::Indexed","Mojolicious::Lite","Encode"
"3429","","","","",""
